name,accident_loc,types_str
AL Awwal Bakery,IP4 تقاطع زايد الأول - شارع 26,bakery_food_point_of_interest_store_establishment
Qassim Al Marzooqi Automatic Bakery,IP4 تقاطع زايد الأول - شارع 26,bakery_food_point_of_interest_store_establishment
Morning & Evening Pastry And Snacks,IP4 تقاطع زايد الأول - شارع 26,bakery_food_point_of_interest_store_establishment
ارلكان,IP4 تقاطع زايد الأول - شارع 26,bakery_food_point_of_interest_store_establishment
Al Hail Holdings,IP4 تقاطع زايد الأول - شارع 26,bank_finance_point_of_interest_establishment
Emirates NBD,IP4 تقاطع زايد الأول - شارع 26,bank_finance_point_of_interest_establishment
"ADCB, AlHosn Branch",IP4 تقاطع زايد الأول - شارع 26,bank_finance_point_of_interest_establishment
AL SAYEGH CENTER,IP4 تقاطع زايد الأول - شارع 26,bank_finance_point_of_interest_establishment
Arab African International Bank,IP4 تقاطع زايد الأول - شارع 26,bank_finance_point_of_interest_establishment
3rd Avenue,IP4 تقاطع زايد الأول - شارع 26,bar_point_of_interest_establishment
Aroos Al Husn Beauty Parlour,IP4 تقاطع زايد الأول - شارع 26,beauty_salon_hair_care_spa_point_of_interest_establishment
Curly Cutie Beauty Center,IP4 تقاطع زايد الأول - شارع 26,beauty_salon_point_of_interest_establishment
Alyasat Salon,IP4 تقاطع زايد الأول - شارع 26,beauty_salon_point_of_interest_establishment
PAINTED NAILS Beauty Salon,IP4 تقاطع زايد الأول - شارع 26,beauty_salon_point_of_interest_establishment
Soft Smooth SPA,IP4 تقاطع زايد الأول - شارع 26,beauty_salon_hair_care_spa_health_point_of_interest_establishment
Bride Crown Ladies Salon,IP4 تقاطع زايد الأول - شارع 26,beauty_salon_point_of_interest_establishment
Casablanca Ladies Saloon,IP4 تقاطع زايد الأول - شارع 26,beauty_salon_point_of_interest_establishment
Pretty Woman Skin Care Center,IP4 تقاطع زايد الأول - شارع 26,beauty_salon_point_of_interest_establishment
La Rosy Beauty Centre,IP4 تقاطع زايد الأول - شارع 26,beauty_salon_point_of_interest_establishment
Laiba Ladies Beauty Salon,IP4 تقاطع زايد الأول - شارع 26,beauty_salon_point_of_interest_establishment
Al Yasat Beauty Center,IP4 تقاطع زايد الأول - شارع 26,beauty_salon_point_of_interest_establishment
Moroccan Touch Spa Center,IP4 تقاطع زايد الأول - شارع 26,beauty_salon_point_of_interest_establishment
Sana Beauty Salon,IP4 تقاطع زايد الأول - شارع 26,beauty_salon_hair_care_spa_point_of_interest_establishment
Phenomenal Ladies Salon,IP4 تقاطع زايد الأول - شارع 26,beauty_salon_point_of_interest_establishment
Shen Shen Bicycle Shop,IP4 تقاطع زايد الأول - شارع 26,bicycle_store_car_repair_point_of_interest_store_establishment
International Music Institute,IP4 تقاطع زايد الأول - شارع 26,book_store_electronics_store_home_goods_store_school_point_of_interest_store_establishment
University Bookshop,IP4 تقاطع زايد الأول - شارع 26,book_store_point_of_interest_store_establishment
Ealaniah,IP4 تقاطع زايد الأول - شارع 26,book_store_point_of_interest_store_establishment
Saif Group,IP4 تقاطع زايد الأول - شارع 26,book_store_point_of_interest_store_establishment
Mussafa Town Bus Terminal,IP4 تقاطع زايد الأول - شارع 26,bus_station_transit_station_point_of_interest_establishment
Secret Restaurant - American Bistro,IP4 تقاطع زايد الأول - شارع 26,restaurant_meal_delivery_cafe_food_point_of_interest_store_establishment
Starbucks,IP4 تقاطع زايد الأول - شارع 26,cafe_food_point_of_interest_store_establishment
Camel Cookies,IP4 تقاطع زايد الأول - شارع 26,bakery_cafe_food_point_of_interest_store_establishment
مقهي ومرطبات الحرافيش,IP4 تقاطع زايد الأول - شارع 26,cafe_food_point_of_interest_establishment
Tea Team Cafeteria,IP4 تقاطع زايد الأول - شارع 26,cafe_food_point_of_interest_establishment
Tea Burg Cafe Abu Dhabi,IP4 تقاطع زايد الأول - شارع 26,restaurant_meal_takeaway_cafe_food_point_of_interest_store_establishment
Hoooo,IP4 تقاطع زايد الأول - شارع 26,cafe_food_point_of_interest_establishment
Lgymat & Rgag,IP4 تقاطع زايد الأول - شارع 26,cafe_restaurant_food_point_of_interest_establishment
Let’s Talk Lassi and Tea Cafe,IP4 تقاطع زايد الأول - شارع 26,cafe_food_point_of_interest_establishment
Sandwich Heaven Cafeteria,IP4 تقاطع زايد الأول - شارع 26,cafe_food_point_of_interest_establishment
Tea Tent Cafeteria كافتيريا خيمة الشاي,IP4 تقاطع زايد الأول - شارع 26,cafe_food_point_of_interest_establishment
Drips cafe,IP4 تقاطع زايد الأول - شارع 26,cafe_food_point_of_interest_establishment
بسكتوري كافيه Pescatore cafe,IP4 تقاطع زايد الأول - شارع 26,cafe_food_point_of_interest_store_establishment
Noni Refreshments,IP4 تقاطع زايد الأول - شارع 26,cafe_food_point_of_interest_establishment
Express Lebanese Coffee Shop & Pastry,IP4 تقاطع زايد الأول - شارع 26,restaurant_cafe_food_point_of_interest_establishment
Alnoukhada Cafe,IP4 تقاطع زايد الأول - شارع 26,cafe_food_point_of_interest_establishment
CNG Car Rental Abu Dhabi,IP4 تقاطع زايد الأول - شارع 26,car_rental_point_of_interest_establishment
Destinations cars rental,IP4 تقاطع زايد الأول - شارع 26,car_rental_point_of_interest_establishment
Falcon Rent A Car,IP4 تقاطع زايد الأول - شارع 26,car_rental_point_of_interest_establishment
ADNOC Service Station | Al Nasser (928),IP4 تقاطع زايد الأول - شارع 26,gas_station_car_wash_convenience_store_car_repair_food_point_of_interest_store_establishment
MicroCarCare Abu Dhabi,IP4 تقاطع زايد الأول - شارع 26,car_repair_point_of_interest_establishment
Shen Shen Bicycle Shop,IP4 تقاطع زايد الأول - شارع 26,bicycle_store_car_repair_point_of_interest_store_establishment
Dar Al Binaa Contracting Co LLC,IP4 تقاطع زايد الأول - شارع 26,car_repair_point_of_interest_establishment
ADNOC Service Station | Al Nasser (928),IP4 تقاطع زايد الأول - شارع 26,gas_station_car_wash_convenience_store_car_repair_food_point_of_interest_store_establishment
Regal Fabrics Abu Dhabi,IP4 تقاطع زايد الأول - شارع 26,clothing_store_point_of_interest_store_establishment
Fragrances UAE Online Store,IP4 تقاطع زايد الأول - شارع 26,point_of_interest_clothing_store_store_establishment
Awad al Qubaisi Perfumes - عوض القبيسي للعطور,IP4 تقاطع زايد الأول - شارع 26,point_of_interest_clothing_store_store_establishment
Mavi Shoetique,IP4 تقاطع زايد الأول - شارع 26,point_of_interest_clothing_store_store_establishment
Square Stationery Trading,IP4 تقاطع زايد الأول - شارع 26,clothing_store_point_of_interest_store_establishment
Swiss Arabian Perfumes,IP4 تقاطع زايد الأول - شارع 26,point_of_interest_clothing_store_store_establishment
AlKholooj Abaya,IP4 تقاطع زايد الأول - شارع 26,point_of_interest_clothing_store_store_establishment
Al Ghanathi Gulf Fashion,IP4 تقاطع زايد الأول - شارع 26,point_of_interest_clothing_store_store_establishment
Louzan fashion Alkhalidya,IP4 تقاطع زايد الأول - شارع 26,point_of_interest_clothing_store_store_establishment
Azoora Fashion,IP4 تقاطع زايد الأول - شارع 26,store_point_of_interest_clothing_store_establishment
Rayanat Alaud fashion Haute Couture,IP4 تقاطع زايد الأول - شارع 26,clothing_store_point_of_interest_store_establishment
Padova Style Shop,IP4 تقاطع زايد الأول - شارع 26,clothing_store_point_of_interest_store_establishment
Ajmal,IP4 تقاطع زايد الأول - شارع 26,point_of_interest_clothing_store_store_establishment
Karji - Khalidiyah Street,IP4 تقاطع زايد الأول - شارع 26,point_of_interest_clothing_store_store_establishment
Bathna Fashion,IP4 تقاطع زايد الأول - شارع 26,point_of_interest_clothing_store_store_establishment
Baby Care,IP4 تقاطع زايد الأول - شارع 26,clothing_store_point_of_interest_store_establishment
adidas Outlet Store,IP4 تقاطع زايد الأول - شارع 26,point_of_interest_clothing_store_store_establishment
Merit Clothing Shop,IP4 تقاطع زايد الأول - شارع 26,clothing_store_point_of_interest_store_establishment
ADNOC Service Station | Al Nasser (928),IP4 تقاطع زايد الأول - شارع 26,gas_station_car_wash_convenience_store_car_repair_food_point_of_interest_store_establishment
Appolonia Dentistry for Children – Khalidiya,IP4 تقاطع زايد الأول - شارع 26,dentist_doctor_health_point_of_interest_establishment
Bin majid medical center,IP4 تقاطع زايد الأول - شارع 26,dentist_hospital_health_point_of_interest_establishment
Al Kamal Medical Centre,IP4 تقاطع زايد الأول - شارع 26,pharmacy_dentist_hospital_doctor_health_point_of_interest_store_establishment
providence dental center,IP4 تقاطع زايد الأول - شارع 26,dentist_health_point_of_interest_establishment
Scand Care Dental Clinic,IP4 تقاطع زايد الأول - شارع 26,dentist_health_point_of_interest_establishment
مركز لؤلؤة الخليج لطب الأسنان,IP4 تقاطع زايد الأول - شارع 26,dentist_health_point_of_interest_establishment
Gulf Pearl Dental Center,IP4 تقاطع زايد الأول - شارع 26,dentist_doctor_health_point_of_interest_establishment
Retaj Dental Clinic,IP4 تقاطع زايد الأول - شارع 26,dentist_health_point_of_interest_establishment
Amrita Medical Center.Dr.Fadi Ata Lahoud. .تقويم الاسنان .مركز عمريتا الطبي.د.فادي عطا لحود,IP4 تقاطع زايد الأول - شارع 26,dentist_health_point_of_interest_establishment
Lulu Express - Al Hisn,IP4 تقاطع زايد الأول - شارع 26,supermarket_department_store_grocery_or_supermarket_food_point_of_interest_store_establishment
taiba opticals,IP4 تقاطع زايد الأول - شارع 26,doctor_health_point_of_interest_establishment
Appolonia Dentistry for Children – Khalidiya,IP4 تقاطع زايد الأول - شارع 26,dentist_doctor_health_point_of_interest_establishment
Al Kamal Medical Centre,IP4 تقاطع زايد الأول - شارع 26,pharmacy_dentist_hospital_doctor_health_point_of_interest_store_establishment
Amal El Biely,IP4 تقاطع زايد الأول - شارع 26,doctor_health_point_of_interest_establishment
Al Kamal Pharmacy,IP4 تقاطع زايد الأول - شارع 26,doctor_health_point_of_interest_establishment
Gulf Pearl Dental Center,IP4 تقاطع زايد الأول - شارع 26,dentist_doctor_health_point_of_interest_establishment
